,Underlying,Ticker,Type,Expiration,YTE,DTE,Strike,Last,Bid,Ask,Midpoint,Spread,IV,NPV,Delta,Gamma,Theta,AKA
0,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,60.0,60.9,59.15,62.7,60.925,3.5500000000000043,3.8886721533203126,61.209999084472614,0.9999999999990903,-6.479366435383735e-11,0.0,AAPL210401C00060000
1,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,65.0,57.9,54.0,57.7,55.85,3.700000000000003,3.5107434106445314,56.209999084472614,0.9999999999990903,-6.479366435383735e-11,0.0,AAPL210401C00065000
2,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,70.0,51.25,49.0,52.7,50.85,3.700000000000003,3.161134909667969,51.209999084472614,0.9999999999990903,-6.479366435383735e-11,0.0,AAPL210401C00070000
3,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,80.0,41.05,39.35,42.7,41.025000000000006,3.3500000000000014,2.5253943115234367,41.209999084472614,0.9999999999990903,-6.479366435383735e-11,0.0,AAPL210401C00080000
4,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,85.0,37.8,34.0,37.7,35.85,3.700000000000003,2.232426293945312,36.209999084472614,0.9999999999990903,-6.479366435383735e-11,0.0,AAPL210401C00085000
5,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,90.0,31.85,29.0,32.7,30.85,3.700000000000003,1.9521486767578127,31.209999084472617,0.9999999999990903,-6.479366435383735e-11,0.0,AAPL210401C00090000
6,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,95.0,25.1,24.0,27.7,25.85,3.6999999999999993,1.681642216796875,26.20999908447259,0.9999999999956606,-1.387499472954191e-10,0.0,AAPL210401C00095000
7,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,100.0,21.25,21.1,22.75,21.925,1.6499999999999986,1.1435589697265625,21.20999908447262,0.9999999999978635,-2.8490803671668705e-10,0.0,AAPL210401C00100000
8,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,105.0,15.25,16.15,17.8,16.975,1.6500000000000021,0.9360357958984374,16.209999084472564,0.9999999999993452,1.4754517629005251e-10,0.0,AAPL210401C00105000
9,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,106.0,16.25,13.0,16.8,14.9,3.8000000000000007,1.1347699511718752,15.209999084472585,1.0000000000011429,1.1781065082692393e-10,1.794299837778031e-15,AAPL210401C00106000
10,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,107.0,13.51,14.15,14.4,14.275,0.25,0.5976602734375001,14.20999908447263,1.0000000000010112,-1.5962945741296267e-10,0.0,AAPL210401C00107000
11,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,108.0,12.4,11.05,14.85,12.95,3.799999999999999,1.0424852563476565,13.209999084472601,0.9999999999991442,8.948390773112318e-11,0.0,AAPL210401C00108000
12,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,109.0,11.0,10.05,13.85,11.95,3.799999999999999,0.9897461962890625,12.209999084472619,1.0000000000008573,-6.398497488369833e-11,0.0,AAPL210401C00109000
13,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,110.0,11.5,11.25,12.0,11.625,0.75,0.5908244042968751,11.209999084472608,0.9999999999993298,6.192032516937843e-11,0.0,AAPL210401C00110000
14,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,111.0,10.0,10.2,10.45,10.325,0.25,0.477544287109375,10.209999084472612,1.0000000000004474,5.70291748769494e-11,0.0,AAPL210401C00111000
15,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,112.0,8.7,9.2,9.45,9.325,0.25,0.43945873046875,9.209999084472615,1.0000000000005904,4.3370816149678526e-11,0.0,AAPL210401C00112000
16,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,113.0,6.84,8.25,8.5,8.375,0.25,0.42188078125,8.209999084472624,0.9999999999994545,2.039475124119091e-11,0.0,AAPL210401C00113000
17,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,114.0,7.25,7.3,9.05,8.175,1.7500000000000009,0.570316796875,7.20999908447262,0.9999999999998349,3.95851871603229e-11,0.0,AAPL210401C00114000
18,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,115.0,6.48,6.3,6.55,6.425,0.25,0.358404853515625,6.209999080210746,1.000000411064421,6.537731734365646e-06,4.3051237098253945e-09,AAPL210401C00115000
19,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,116.0,5.45,5.4,7.25,6.325,1.8499999999999996,0.5004932763671875,5.242474180262319,0.924148912430274,0.08841309595476836,-0.01920047540736008,AAPL210401C00116000
20,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,117.0,4.6,4.5,5.25,4.875,0.75,0.43115803222656257,4.370324848497518,0.8312638185100307,0.09001745618717832,-0.046847402202516555,AAPL210401C00117000
21,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,118.0,3.9,3.65,3.9,3.775,0.25,0.3061592822265625,3.594699285212476,0.737980076097957,0.0906296916862983,-0.07204634966789118,AAPL210401C00118000
22,121.20999908447266,AAPL,Call,2021-04-02,0.0136986301369863,5,119.0,3.15,2.98,3.1,3.04,0.1200000000000001,0.29004616210937495,2.914575958656791,0.6455703906600668,0.0897821872623268,-0.09294788216028345,AAPL210401C00119000
